"","year","age","weight","group"
"3211","2019","5.5",108,"fed"
"3221","2019","5.5",104,"fed"
"3231","2019","5.5",100,"fed"
"3241","2019","2.5",83,"fed"
"3251","2019","1.5",73,"fed"
"3261","2019","4.5",103,"fed"
"3271","2019","4.5",116,"fed"
"3281","2019","7.5",93,"fed"
"3291","2019","1.5",77,"fed"
"3301","2019","1.5",84,"fed"
"3311","2019","4.5",103,"fed"
"3321","2019","1.5",82,"fed"
"3331","2019","5.5",118,"fed"
"3341","2019","6.5",91,"fed"
"3351","2019","6.5",88,"fed"
"3361","2019","4.5",112,"fed"
"3371","2019","7.5",92,"fed"
"3381","2019","4.5",104,"fed"
"3531","2020","4.5",113,"fed"
"3541","2020","5.5",95,"fed"
"3551","2020","3.5",103,"fed"
"3561","2020","4.5",90,"fed"
"3571","2020","6.5",131,"fed"
"3601","2020","2.5",96,"fed"
"3611","2020","4.5",122,"fed"
"3631","2020","1.5",61,"fed"
"3641","2020","7.5",100,"fed"
"3671","2020","3.5",88,"fed"
"3681","2020","2.5",86,"fed"
"3691","2020","2.5",87,"fed"
"3881","2020","4.5",105,"fed"
"3891","2020","4.5",105,"fed"
"3921","2020","1.5",64,"fed"
"3931","2020","6.5",117,"fed"
"3941","2020","4.5",99,"fed"
"3951","2020","5.5",104,"fed"
"3961","2020","3.5",80,"fed"
"3971","2020","7.5",91,"fed"
"3981","2018","5.5",114,"fed"
"3991","2018","5.5",106,"fed"
"4001","2018","5.5",113,"fed"
"4011","2018","7.5",118,"fed"
"4021","2018","4.5",125,"fed"
"4031","2018","7.5",108,"fed"
"4041","2018","5.5",112,"fed"
"4061","2018","3.5",116,"fed"
"4071","2019","4.5",127,"fed"
"4081","2019","3.5",112,"fed"
"4091","2019","5.5",117,"fed"
"4111","2019","3.5",105,"fed"
"4121","2019","4.5",109,"fed"
"4131","2019","6.5",105,"fed"
"4141","2019","3.5",101,"fed"
"4151","2019","7.5",119,"fed"
"4161","2019","2.5",90,"fed"
"4181","2019","2.5",103,"fed"
"4201","2019","4.5",114,"fed"
"4211","2019","6.5",118,"fed"
"4221","2019","3.5",110,"fed"
"4231","2019","5.5",125,"fed"
"4241","2019","4.5",112,"fed"
"4251","2019","5.5",105,"fed"
"4301","2019","6.5",123,"fed"
"4321","2019","5.5",109,"fed"
"4331","2019","5.5",112,"fed"
"4341","2019","3.5",113,"fed"
"4361","2019","1.5",95,"fed"
"4371","2019","5.5",105,"fed"
"4401","2019","6.5",110,"fed"
"4411","2019","5.5",118,"fed"
"4421","2019","3.5",106,"fed"
"4451","2019","6.5",108,"fed"
"4471","2019","1.5",86,"fed"
"4481","2019","4.5",108,"fed"
"4491","2019","5.5",121,"fed"
"4511","2017","6.5",104,"fed"
"467","2017","4.5",108,"fed"
"468","2017","5.5",118,"fed"
"504","2017","1.5",77,"fed"
"505","2017","1.5",77,"fed"
"528","2017","3.5",101,"fed"
"551","2017","3.5",106,"fed"
"559","2017","4.5",94,"fed"
"567","2017","3.5",103,"fed"
"570","2017","4.5",103,"fed"
"571","2017","4.5",103,"fed"
"574","2017","3.5",117,"fed"
"577","2017","4.5",101,"fed"
"580","2016","3.5",103,"fed"
"581","2016","3.5",103,"fed"
"582","2016","3.5",99,"fed"
"583","2016","3.5",90,"fed"
"584","2016","4.5",110,"fed"
"585","2016","2.5",117,"fed"
"586","2016","1.5",57,"fed"
"587","2016","6.5",109,"fed"
"589","2016","4.5",114,"fed"
"590","2016","3.5",103,"fed"
"591","2016","6.5",88,"fed"
"593","2016","4.5",103,"fed"
"594","2016","6.5",108,"fed"
"595","2016","5.5",99,"fed"
"596","2016","4.5",101,"fed"
"597","2016","1.5",66,"fed"
"598","2016","3.5",100,"fed"
"599","2016","4.5",109,"fed"
"600","2016","6.5",121,"fed"
"601","2016","6.5",78,"fed"
"602","2016","4.5",88,"fed"
"604","2016","6.5",121,"fed"
"611","2016","8.5",108,"fed"
"612","2016","8.5",122,"fed"
"613","2016","5.5",106,"fed"
"614","2016","8.5",116,"fed"
"615","2016","8.5",103,"fed"
"616","2016","5.5",112,"fed"
"617","2016","4.5",112,"fed"
"618","2016","4.5",101,"fed"
"619","2016","2.5",86,"fed"
"620","2016","5.5",108,"fed"
"621","2016","3.5",84,"fed"
"622","2016","3.5",86,"fed"
"623","2016","3.5",106,"fed"
"624","2016","6.5",108,"fed"
"632","2016","8.5",122,"fed"
"633","2016","8.5",106,"fed"
"634","2016","5.5",110,"fed"
"635","2016","2.5",79,"fed"
"636","2016","6.5",99,"fed"
"638","2016","6.5",104,"fed"
"639","2016","6.5",112,"fed"
"640","2016","7.5",96,"fed"
"641","2016","4.5",99,"fed"
"642","2016","3.5",84,"fed"
"643","2016","1.5",74,"fed"
"648","2016","3.5",92,"fed"
"656","2016","1.5",73,"fed"
"657","2016","3.5",91,"fed"
"658","2016","3.5",82,"fed"
"659","2016","3.5",101,"fed"
"660","2016","4.5",105,"fed"
"661","2016","4.5",116,"fed"
"662","2016","3.5",100,"fed"
"663","2016","6.5",114,"fed"
"664","2016","1.5",58,"fed"
"665","2016","5.5",105,"fed"
"666","2016","6.5",101,"fed"
"667","2016","2.5",80,"fed"
"668","2016","6.5",104,"fed"
"670","2016","2.5",71,"fed"
"671","2016","4.5",92,"fed"
"672","2016","8.5",91,"fed"
"673","2016","7.5",93,"fed"
"674","2016","1.5",70,"fed"
"675","2016","3.5",84,"fed"
"676","2016","2.5",96,"fed"
"677","2016","3.5",92,"fed"
"678","2016","8.5",104,"fed"
"680","2016","3.5",97,"fed"
"681","2016","4.5",110,"fed"
"682","2016","4.5",116,"fed"
"685","2016","2.5",93,"fed"
"712","2014","1.5",82,"fed"
"713","2014","5.5",119,"fed"
"714","2014","1.5",86,"fed"
"715","2014","1.5",84,"fed"
"716","2014","1.5",89,"fed"
"717","2014","3.5",108,"fed"
"718","2014","1.5",110,"fed"
"719","2014","3.5",95,"fed"
"720","2014","2.5",113,"fed"
"721","2014","5.5",120,"fed"
"722","2014","5.5",92,"fed"
"723","2014","1.5",95,"fed"
"724","2014","5.5",110,"fed"
"725","2014","1.5",89,"fed"
"726","2014","1.5",92,"fed"
"727","2014","4.5",123,"fed"
"728","2014","6.5",99,"fed"
"729","2014","1.5",105,"fed"
"730","2014","3.5",103,"fed"
"731","2014","2.5",110,"fed"
"732","2014","1.5",96,"fed"
"733","2014","4.5",114,"fed"
"734","2014","2.5",115,"fed"
"735","2014","3.5",98,"fed"
"736","2014","1.5",108,"fed"
"737","2014","2.5",118,"fed"
"738","2014","1.5",114,"fed"
"739","2014","1.5",88,"fed"
"740","2014","2.5",96,"fed"
"741","2014","5.5",112,"fed"
"742","2014","5.5",92,"fed"
"743","2014","1.5",98,"fed"
"744","2014","1.5",101,"fed"
"745","2014","1.5",93,"fed"
"746","2014","8.5",106,"fed"
"747","2014","1.5",101,"fed"
"748","2014","3.5",121,"fed"
"749","2014","4.5",125,"fed"
"750","2014","1.5",96,"fed"
"751","2014","4.5",114,"fed"
"752","2014","2.5",117,"fed"
"753","2014","4.5",139,"fed"
"754","2014","8.5",136,"fed"
"755","2014","5.5",115,"fed"
"756","2014","1.5",92,"fed"
"757","2014","3.5",105,"fed"
"758","2014","1.5",103,"fed"
"759","2014","1.5",101,"fed"
"760","2014","1.5",98,"fed"
"761","2014","2.5",121,"fed"
"762","2014","1.5",101,"fed"
"763","2014","2.5",96,"fed"
"764","2014","1.5",105,"fed"
"765","2014","2.5",93,"fed"
"766","2014","1.5",103,"fed"
"767","2014","2.5",114,"fed"
"768","2014","2.5",109,"fed"
"769","2014","5.5",135,"fed"
"770","2014","1.5",87,"fed"
"771","2014","2.5",97,"fed"
"776","2014","1.5",93,"fed"
"782","2014","1.5",95,"fed"
"797","2014","1.5",79,"fed"
"800","2014","1.5",84,"fed"
"811","2014","4.5",105,"fed"
"812","2014","5.5",122,"fed"
"813","2015","4.5",117,"fed"
"814","2015","6.5",121,"fed"
"815","2015","3.5",116,"fed"
"816","2015","5.5",127,"fed"
"817","2015","4.5",96,"fed"
"818","2015","2.5",121,"fed"
"819","2015","2.5",92,"fed"
"820","2015","5.5",110,"fed"
"821","2015","4.5",105,"fed"
"822","2015","6.5",128,"fed"
"823","2015","4.5",122,"fed"
"824","2015","2.5",89,"fed"
"825","2015","5.5",107,"fed"
"826","2015","4.5",95,"fed"
"827","2015","5.5",109,"fed"
"828","2015","7.5",93,"fed"
"842","2015","1.5",88,"fed"
"847","2015","1.5",91,"fed"
"853","2015","1.5",101,"fed"
"861","2015","1.5",93,"fed"
"869","2015","5.5",123,"fed"
"870","2015","7.5",133,"fed"
"871","2015","4.5",103,"fed"
"872","2015","4.5",103,"fed"
"873","2015","4.5",123,"fed"
"874","2015","4.5",112,"fed"
"875","2015","2.5",96,"fed"
"876","2015","2.5",107,"fed"
"877","2015","5.5",102,"fed"
"878","2015","2.5",117,"fed"
"879","2015","7.5",104,"fed"
"880","2015","6.5",121,"fed"
"881","2015","2.5",119,"fed"
"882","2015","4.5",144,"fed"
"883","2015","6.5",133,"fed"
"884","2015","7.5",122,"fed"
"885","2015","3.5",107,"fed"
"886","2015","2.5",97,"fed"
"887","2015","5.5",127,"fed"
"888","2015","5.5",124,"fed"
"889","2015","1.5",92,"fed"
"890","2015","4.5",122,"fed"
"891","2015","8.5",115,"fed"
"892","2015","5.5",116,"fed"
"893","2015","6.5",110,"fed"
"902","2015","1.5",100,"fed"
"917","2015","5.5",115,"fed"
"918","2015","1.5",101,"fed"
"919","2015","5.5",115,"fed"
"920","2015","6.5",123,"fed"
"921","2015","4.5",103,"fed"
"922","2015","6.5",130,"fed"
"923","2015","6.5",103,"fed"
"924","2015","6.5",100,"fed"
"925","2015","3.5",110,"fed"
"926","2015","2.5",101,"fed"
"927","2015","7.5",131,"fed"
"928","2015","3.5",122,"fed"
"929","2015","4.5",111,"fed"
"930","2015","1.5",92,"fed"
"931","2015","2.5",102,"fed"
"932","2015","6.5",122,"fed"
"933","2015","1.5",110,"fed"
"934","2015","3.5",115,"fed"
"935","2015","4.5",105,"fed"
"936","2015","5.5",117,"fed"
"937","2015","2.5",112,"fed"
"938","2015","3.5",106,"fed"
"939","2015","1.5",95,"fed"
"940","2015","2.5",130,"fed"
"941","2015","8.5",123,"fed"
"944","2015","1.5",89,"fed"
"947","2015","1.5",84,"fed"
"980","2015","1.5",81,"fed"
"983","2015","1.5",77,"fed"
"985","2015","1.5",94,"fed"
"992","2015","4.5",114,"fed"
"993","2015","3.5",87,"fed"
"994","2015","5.5",104,"fed"
"995","2015","2.5",110,"fed"
"996","2015","2.5",93,"fed"
"997","2015","4.5",110,"fed"
"998","2015","6.5",95,"fed"
"999","2015","5.5",115,"fed"
"1000","2015","3.5",106,"fed"
"1001","2015","4.5",134,"fed"
"1002","2015","4.5",123,"fed"
"1003","2015","2.5",114,"fed"
"1004","2015","2.5",124,"fed"
"1005","2015","7.5",135,"fed"
"1006","2015","6.5",142,"fed"
"1007","2015","2.5",104,"fed"
"1008","2015","8.5",146,"fed"
"1009","2015","4.5",116,"fed"
"1010","2015","2.5",134,"fed"
"1011","2015","6.5",133,"fed"
"1012","2015","1.5",98,"fed"
"1013","2015","3.5",124,"fed"
"1014","2015","8.5",117,"fed"
"1015","2015","1.5",99,"fed"
"1016","2015","2.5",111,"fed"
"1017","2015","7.5",133,"fed"
"1018","2015","1.5",95,"fed"
"1019","2015","4.5",101,"fed"
"1020","2015","3.5",98,"fed"
"1021","2015","4.5",129,"fed"
"1022","2015","3.5",112,"fed"
"1023","2015","6.5",119,"fed"
"1024","2015","7.5",116,"fed"
"1025","2015","2.5",110,"fed"
"1026","2015","8.5",139,"fed"
"1027","2015","1.5",94,"fed"
"1028","2015","6.5",125,"fed"
"1029","2015","1.5",95,"fed"
"1030","2015","6.5",105,"fed"
"1031","2015","5.5",123,"fed"
"1032","2015","8.5",125,"fed"
"1033","2015","1.5",94,"fed"
"1034","2015","5.5",107,"fed"
"1035","2015","1.5",93,"fed"
"1036","2015","5.5",113,"fed"
"1037","2015","2.5",107,"fed"
"1038","2015","7.5",133,"fed"
"1039","2015","1.5",90,"fed"
"1040","2015","4.5",123,"fed"
"1041","2015","2.5",116,"fed"
"1042","2015","4.5",130,"fed"
"1043","2015","8.5",126,"fed"
"1044","2015","8.5",112,"fed"
"1045","2015","1.5",97,"fed"
"1046","2015","3.5",103,"fed"
"1047","2015","2.5",101,"fed"
"1048","2015","3.5",104,"fed"
"1049","2015","6.5",122,"fed"
"1050","2015","2.5",101,"fed"
"1051","2015","4.5",92,"fed"
"1052","2015","2.5",119,"fed"
"1053","2015","5.5",123,"fed"
"1054","2015","4.5",115,"fed"
"1055","2015","3.5",125,"fed"
"1056","2015","8.5",116,"fed"
"1057","2015","4.5",117,"fed"
"1058","2015","1.5",100,"fed"
"1059","2015","1.5",94,"fed"
"1066","2015","3.5",117,"fed"
"1068","2015","5.5",124,"fed"
"1069","2015","4.5",99,"fed"
"1070","2015","5.5",121,"fed"
"1071","2015","6.5",127,"fed"
"1072","2015","1.5",85,"fed"
"1075","2015","1.5",95,"fed"
"1076","2015","4.5",119,"fed"
"1079","2015","1.5",100,"fed"
"1080","2015","4.5",119,"fed"
"1081","2015","7.5",115,"fed"
"1082","2015","7.5",136,"fed"
"1086","2015","6.5",118,"fed"
"1087","2015","3.5",124,"fed"
"1088","2015","3.5",114,"fed"
"1089","2015","4.5",114,"fed"
"1091","2015","1.5",88,"fed"
"1093","2015","1.5",82,"fed"
"1095","2015","6.5",114,"fed"
"1109","2015","1.5",93,"fed"
"1112","2015","2.5",91,"fed"
"1113","2015","1.5",90,"fed"
"1114","2015","2.5",116,"fed"
"1115","2015","1.5",95,"fed"
"1117","2015","7.5",93,"fed"
"1118","2015","4.5",114,"fed"
"1119","2015","3.5",105,"fed"
"1120","2015","4.5",136,"fed"
"1121","2015","4.5",119,"fed"
"1122","2015","6.5",106,"fed"
"1127","2015","1.5",88,"fed"
"1128","2015","4.5",86,"fed"
"1129","2015","2.5",92,"fed"
"1130","2015","5.5",117,"fed"
"1131","2015","4.5",105,"fed"
"1132","2015","1.5",97,"fed"
"1133","2015","6.5",106,"fed"
"1134","2015","1.5",82,"fed"
"1135","2015","1.5",90,"fed"
"1136","2015","5.5",112,"fed"
"1137","2015","2.5",100,"fed"
"1138","2015","3.5",112,"fed"
"1139","2015","1.5",95,"fed"
"1140","2015","2.5",87,"fed"
"1142","2015","2.5",95,"fed"
"1143","2015","6.5",121,"fed"
"1144","2015","1.5",88,"fed"
"1145","2015","3.5",95,"fed"
"1146","2015","6.5",112,"fed"
"1148","2015","4.5",108,"fed"
"1149","2015","2.5",86,"fed"
"1152","2015","2.5",100,"fed"
"1153","2015","5.5",122,"fed"
"1154","2015","4.5",121,"fed"
"1155","2015","1.5",95,"fed"
"1156","2015","5.5",104,"fed"
"1157","2015","4.5",100,"fed"
"1159","2015","3.5",116,"fed"
"1160","2015","3.5",125,"fed"
"1161","2015","4.5",105,"fed"
"1162","2015","5.5",106,"fed"
"1163","2015","5.5",103,"fed"
"1164","2015","3.5",123,"fed"
"1165","2015","2.5",101,"fed"
"1167","2015","4.5",121,"fed"
"1168","2015","3.5",129,"fed"
"1170","2015","1.5",100,"fed"
"1171","2015","5.5",106,"fed"
"1172","2015","2.5",96,"fed"
"1173","2015","5.5",118,"fed"
"1176","2015","1.5",81,"fed"
"1194","2015","2.5",91,"fed"
"1200","2013","6.5",118,"fed"
"1201","2013","6.5",115,"fed"
"1202","2013","1.5",93,"fed"
"1203","2013","5.5",129,"fed"
"1204","2013","6.5",126,"fed"
"1205","2013","2.5",121,"fed"
"1206","2013","2.5",102,"fed"
"1207","2013","3.5",129,"fed"
"1208","2013","5.5",115,"fed"
"1209","2013","2.5",117,"fed"
"1212","2010","1.5",100,"fed"
"1231","2011","7.5",102,"fed"
"1232","2011","4.5",134,"fed"
"1234","2011","8.5",111,"fed"
"1235","2011","3.5",115,"fed"
"1236","2011","4.5",118,"fed"
"1237","2011","9.5",105,"fed"
"1238","2011","4.5",92,"fed"
"1239","2011","4.5",128,"fed"
"1240","2011","8.5",105,"fed"
"1241","2011","4.5",121,"fed"
"1242","2011","3.5",113,"fed"
"1243","2011","4.5",116,"fed"
"1244","2011","1.5",88,"fed"
"1245","2011","1.5",79,"fed"
"1246","2012","5.5",121,"fed"
"1248","2012","1.5",90,"fed"
"1252","2012","1.5",80,"fed"
"1270","2012","1.5",80,"fed"
"1286","2012","6.5",105,"fed"
"1287","2012","7.5",108,"fed"
"1288","2012","3.5",121,"fed"
"1289","2012","1.5",88,"fed"
"1290","2012","1.5",93,"fed"
"1291","2012","3.5",109,"fed"
"1292","2012","1.5",78,"fed"
"1293","2012","5.5",109,"fed"
"1294","2012","3.5",101,"fed"
"1295","2012","1.5",93,"fed"
"1296","2012","1.5",99,"fed"
"1297","2012","6.5",104,"fed"
"1298","2012","7.5",119,"fed"
"1299","2012","5.5",96,"fed"
"1301","2012","4.5",104,"fed"
"1302","2012","1.5",73,"fed"
"1304","2012","7.5",108,"fed"
"1305","2012","1.5",93,"fed"
"1306","2012","5.5",100,"fed"
"1307","2012","1.5",83,"fed"
"1308","2012","1.5",88,"fed"
"1309","2012","6.5",113,"fed"
"1330","2013","1.5",90,"fed"
"1331","2013","5.5",122,"fed"
"1333","2013","3.5",113,"fed"
"1334","2013","6.5",127,"fed"
"1335","2013","7.5",136,"fed"
"1336","2013","7.5",141,"fed"
"1337","2013","6.5",98,"fed"
"1338","2013","3.5",123,"fed"
"1339","2013","4.5",123,"fed"
"1340","2013","4.5",123,"fed"
"1341","2013","5.5",118,"fed"
"1355","2013","3.5",105,"fed"
"1356","2013","4.5",109,"fed"
"1360","2013","3.5",91,"fed"
"1361","2013","4.5",102,"fed"
"1363","2013","1.5",91,"fed"
"1367","2013","3.5",106,"fed"
"1368","2013","4.5",127,"fed"
"1369","2013","4.5",112,"fed"
"1370","2013","3.5",102,"fed"
"1371","2013","4.5",125,"fed"
"1373","2013","5.5",105,"fed"
"1378","2013","1.5",101,"fed"
"1379","2013","6.5",110,"fed"
"1380","2013","6.5",121,"fed"
"1383","2013","7.5",112,"fed"
"1387","2013","3.5",98,"fed"
"1389","2013","1.5",96,"fed"
"1399","2013","1.5",88,"fed"
"1404","2013","2.5",110,"fed"
"1405","2013","4.5",104,"fed"
"1407","2013","3.5",108,"fed"
"1408","2013","6.5",116,"fed"
"1410","2013","3.5",102,"fed"
"1411","2013","2.5",107,"fed"
"1412","2013","5.5",117,"fed"
"1413","2013","4.5",111,"fed"
"1414","2013","3.5",116,"fed"
"1421","2013","4.5",105,"fed"
"1422","2013","5.5",121,"fed"
"1423","2013","4.5",121,"fed"
"1424","2013","1.5",89,"fed"
"1425","2013","6.5",118,"fed"
"1426","2013","6.5",115,"fed"
"1427","2013","1.5",93,"fed"
"1428","2013","5.5",129,"fed"
"1429","2013","6.5",126,"fed"
"1430","2013","2.5",121,"fed"
"1431","2013","2.5",102,"fed"
"1432","2013","3.5",129,"fed"
"1433","2013","5.5",115,"fed"
"1434","2013","2.5",117,"fed"
"1435","2009","2.5",118,"fed"
"1436","2009","8.5",116,"fed"
"1437","2009","5.5",114,"fed"
"1438","2009","2.5",124,"fed"
"1439","2009","2.5",115,"fed"
"1440","2009","7.5",124,"fed"
"1441","2009","2.5",122,"fed"
"1442","2009","2.5",117,"fed"
"1443","2009","6.5",130,"fed"
"1444","2009","5.5",130,"fed"
"1445","2009","5.5",125,"fed"
"1446","2009","6.5",125,"fed"
"1447","2009","4.5",136,"fed"
"1448","2009","4.5",127,"fed"
"1449","2009","2.5",124,"fed"
"1450","2009","4.5",110,"fed"
"1451","2009","2.5",100,"fed"
"1452","2009","4.5",128,"fed"
"1453","2009","7.5",130,"fed"
"1454","2009","5.5",123,"fed"
"1455","2009","5.5",133,"fed"
"1456","2009","6.5",129,"fed"
"1457","2009","4.5",113,"fed"
"1458","2009","1.5",102,"fed"
"1459","2009","3.5",121,"fed"
"1460","2009","8.5",124,"fed"
"1461","2009","4.5",125,"fed"
"1462","2009","3.5",120,"fed"
"1463","2009","3.5",124,"fed"
"1464","2009","1.5",100,"fed"
"1472","2010","8.5",106,"fed"
"1475","2010","1.5",101,"fed"
"1477","2010","5.5",123,"fed"
"1480","2010","4.5",114,"fed"
"1481","2010","3.5",118,"fed"
"1484","2010","3.5",116,"fed"
"1485","2010","5.5",130,"fed"
"1486","2010","8.5",143,"fed"
"1492","2010","5.5",112,"fed"
"1493","2010","4.5",109,"fed"
"1494","2010","4.5",126,"fed"
"1495","2010","8.5",136,"fed"
"1496","2010","6.5",123,"fed"
"1499","2010","5.5",119,"fed"
"1500","2010","2.5",101,"fed"
"1501","2010","5.5",129,"fed"
"1505","2010","5.5",130,"fed"
"1506","2010","8.5",122,"fed"
"1507","2010","2.5",103,"fed"
"1508","2010","5.5",127,"fed"
"1509","2010","1.5",114,"fed"
"1510","2010","3.5",109,"fed"
"1511","2010","4.5",123,"fed"
"1512","2010","2.5",86,"fed"
"1513","2010","7.5",91,"fed"
"1514","2010","1.5",91,"fed"
"1525","2006","3.5",100,"fed"
"1527","2006","3.5",113,"fed"
"1528","2006","6.5",130,"fed"
"1529","2006","5.5",110,"fed"
"1530","2006","5.5",97,"fed"
"1531","2006","5.5",110,"fed"
"1532","2006","5.5",104,"fed"
"1533","2006","3.5",91,"fed"
"1534","2006","6.5",104,"fed"
"1535","2006","5.5",91,"fed"
"1536","2006","5.5",97,"fed"
"1537","2006","5.5",110,"fed"
"1538","2006","2.5",149,"fed"
"1539","2006","3.5",97,"fed"
"1540","2006","2.5",97,"fed"
"1541","2006","5.5",110,"fed"
"1542","2006","5.5",84,"fed"
"1543","2006","1.5",71,"fed"
"1544","2006","5.5",91,"fed"
"1545","2006","5.5",105,"fed"
"1546","2006","2.5",97,"fed"
"1547","2006","6.5",97,"fed"
"1548","2006","2.5",117,"fed"
"1549","2006","3.5",117,"fed"
"1550","2006","2.5",71,"fed"
"1551","2006","2.5",97,"fed"
"1552","2006","2.5",110,"fed"
"1553","2006","3.5",91,"fed"
"1554","2006","4.5",110,"fed"
"1555","2006","4.5",84,"fed"
"1556","2006","3.5",104,"fed"
"1557","2006","3.5",104,"fed"
"1558","2006","4.5",91,"fed"
"1560","2006","3.5",104,"fed"
"1561","2006","3.5",110,"fed"
"1563","2006","2.5",104,"fed"
"1564","2006","2.5",91,"fed"
"1565","2006","6.5",130,"fed"
"1566","2006","5.5",97,"fed"
"1567","2006","2.5",129,"fed"
"1568","2006","3.5",147,"fed"
"1569","2006","2.5",118,"fed"
"1570","2006","2.5",135,"fed"
"1571","2006","5.5",138,"fed"
"1572","2006","6.5",110,"fed"
"1573","2006","2.5",91,"fed"
"1574","2006","8.5",91,"fed"
"1576","2006","5.5",104,"fed"
"1577","2006","3.5",110,"fed"
"1578","2006","8.5",84,"fed"
"1579","2006","1.5",88,"fed"
"1580","2006","1.5",97,"fed"
"1581","2006","1.5",97,"fed"
"1582","2006","1.5",97,"fed"
"1583","2006","1.5",91,"fed"
"1584","2006","1.5",97,"fed"
"1585","2006","1.5",110,"fed"
"1586","2006","1.5",91,"fed"
"1587","2006","1.5",84,"fed"
"1588","2006","1.5",78,"fed"
"1589","2006","1.5",78,"fed"
"1590","2006","1.5",65,"fed"
"1591","2006","1.5",78,"fed"
"1592","2006","1.5",127,"fed"
"1593","2006","1.5",84,"fed"
"1594","2006","1.5",84,"fed"
"1595","2006","1.5",65,"fed"
"1596","2006","1.5",65,"fed"
"1597","2007","1.5",143,"fed"
"1598","2007","1.5",84,"fed"
"1599","2007","1.5",91,"fed"
"1600","2007","5.5",91,"fed"
"1601","2007","2.5",97,"fed"
"1602","2007","3.5",110,"fed"
"1603","2007","4.5",84,"fed"
"1604","2008","5.5",117,"fed"
"1605","2009","3.5",95,"fed"
