year,pasture,sex,dressed_weight,live_weight,age,
2015,West Toro,,,55,0.5,
2015,West Toro,,,54,0.5,
2015,East Toro,,,117,3.5,
2015,East Toro,,,59,0.5,
2015,East Toro,,,124,5.5,
2015,East Toro,,,99,4.5,
2015,East Toro,,,121,5.5,
2015,East Toro,,,127,6.5,
2015,East Toro,,,85,1.5,
2015,East Toro,,,45,0.5,
2015,East Toro,,,53,0.5,
2015,East Toro,,,95,1.5,
2015,East Toro,,,119,4.5,
2015,East Toro,,,68,0.5,
2015,East Toro,,,45,0.5,
2015,East Toro,,,100,1.5,
2015,East Toro,,,119,4.5,
2015,East Toro,,,115,7.5,
2015,East Toro,,,136,7.5,
2015,East Toro,,,59,0.5,
2015,East Toro,,,54,0.5,
2015,East Toro,,,60,0.5,
2015,East Toro,,,118,6.5,
2015,East Toro,,,124,3.5,
2015,East Toro,,,114,3.5,
2015,East Toro,,,114,4.5,
2015,East Toro,,,77,0.5,
2015,East Toro,,,88,1.5,
2015,East Toro,,,58,0.5,
2015,East Toro,,,82,1.5,
2015,East Toro,,,46,0.5,
2015,East Toro,,,114,6.5,
2015,Yana,,,51,0.5,
2015,Yana,,,69,0.5,
2015,Yana,,,64,0.5,
2015,Yana,,,64,0.5,
2015,Yana,,,55,0.5,
2015,Yana,,,53,0.5,
2015,Yana,,,56,0.5,
2015,Yana,,,52,0.5,
2015,Yana,,,72,0.5,
2015,Yana,,,72,0.5,
2015,Yana,,,55,0.5,
2015,Yana,,,52,0.5,
2015,East Yana,,51,66,0.5,
2015,East Yana,,72,93,1.5,
2015,Yana,,46,60,0.5,
2015,Yana,,53,69,0.5,
2015,East Yana,,70,91,2.5,
2015,East Yana,,69,90,1.5,
2015,East Yana,,89,116,2.5,
2015,East Yana,,73,95,1.5,
2015,East Yana,,44,57,0.5,
2015,East Toro,,72,93,7.5,
2015,East Toro,,88,114,4.5,
2015,East Yana,,81,105,3.5,
2015,East Yana,,105,136,4.5,
2015,East Yana,,92,119,4.5,
2015,East Yana,,82,106,6.5,
2015,East Yana,,45,58,0.5,
2015,East Yana,,51,66,0.5,
2015,East Yana,,52,67,0.5,
2015,Yana,,42,55,0.5,
2015,East Yana,,68,88,1.5,
2015,East Yana,,66,86,4.5,
2015,East Yana,,71,92,2.5,
2015,East Yana,,90,117,5.5,
2015,East Yana,,81,105,4.5,
2015,East Toro,,75,97,1.5,
2015,East Toro,,82,106,6.5,
2015,East Yana,,63,82,1.5,
2015,East Yana,,69,90,1.5,
2015,East Yana,,86,112,5.5,
2015,East Yana,,77,100,2.5,
2015,East Yana,,86,112,3.5,
2015,East Yana,,73,95,1.5,
2015,East Yana,,67,87,2.5,
2015,East Yana,,45,58,0.5,
2015,East Yana,,73,95,2.5,
2015,East Toro,,93,121,6.5,
2015,East Toro,,68,88,1.5,
2015,East Toro,,73,95,3.5,
2015,East Toro,,86,112,6.5,
2015,East Yana,,38,49,0.5,
2015,East Yana,,83,108,4.5,
2015,East Yana,,66,86,2.5,
2015,East Yana,,42,55,0.5,
2015,East Yana,,38,49,0.5,
2015,East Toro,,77,100,2.5,
2015,East Yana,,94,122,5.5,
2015,East Toro,,93,121,4.5,
2015,East Toro,,73,95,1.5,
2015,East Toro,,80,104,5.5,
2015,East Toro,,77,100,4.5,
2015,East Toro,,41,53,0.5,
2015,East Yana,,89,116,3.5,
2015,East Yana,,96,125,3.5,
2015,East Yana,,81,105,4.5,
2015,East Yana,,82,106,5.5,
2015,East Yana,,79,103,5.5,
2015,East Toro,,95,123,3.5,
2015,East Toro,,78,101,2.5,
2015,East Toro,,47,61,0.5,
2015,East Yana,,93,121,4.5,
2015,East Yana,,99,129,3.5,
2015,East Toro,,53,69,0.5,
2015,East Yana,,77,100,1.5,
2015,East Yana,,82,106,5.5,
2015,East Yana,,74,96,2.5,
2015,East Toro,,91,118,5.5,
2015,East Toro,,40,52,0.5,
2015,West Toro,,46,60,0.5,
2015,West Toro,,,81,1.5,
2015,West Toro,,,56,0.5,
2015,West Toro,,,43,0.5,
2015,West Toro,,,50,0.5,
2015,West Toro,,,56,0.5,
2015,West Toro,,,64,0.5,
2015,West Toro,,,53,0.5,
2015,West Toro,,,58,0.5,
2015,West Toro,,,71,0.5,
2015,West Toro,,,51,0.5,
2015,West Yana,,,55,0.5,
2015,West Yana,,,49,0.5,
2015,West Yana,,,56,0.5,
2015,West Yana,,,53,0.5,
2015,West Yana,,,49,0.5,
2015,West Yana,,,56,0.5,
2015,West Yana,,,57,0.5,
2015,West Yana,,,61,0.5,
2015,West Yana,,,91,2.5,
2015,West Yana,,,50,0.5,
2015,West Yana,,,50,0.5,
2015,West Yana,,,55,0.5,
2015,West Yana,,,55,0.5,
2015,West Yana,,,61,0.5,
2013,East Toro,,,118,6.5,
2013,East Toro,,,115,6.5,
2013,East Toro,,,93,1.5,
2013,East Toro,,,129,5.5,
2013,East Toro,,,126,6.5,
2013,Yana,,,121,2.5,
2013,Yana,,,102,2.5,
2013,Yana,,,129,3.5,
2013,Yana,,,115,5.5,
2013,Yana,,,117,2.5,
2010,East Yana,,40,54,0.5,
2010,Yana,,47,61,0.5,
2010,Yana,,77,100,1.5,
2011,Yana,,45,58,0.5,
2011,Yana,,44,57,0.5,
2011,Yana,,40,52,0.5,
2011,Yana,,40,52,0.5,
2011,Yana,,42,55,0.5,
2011,SE Toro,,46,60,0.5,
2011,East Yana,,46,60,0.5,
2011,East Yana,,41,53,0.5,
2011,East Yana,,47,61,0.5,
2011,East Yana,,55,71,0.5,
2011,Yana,,47,61,0.5,
2011,SE Toro,,40,52,0.5,
2011,SE Toro,,46,60,0.5,
2011,SE Toro,,45,58,0.5,
2011,SE Toro,,43,56,0.5,
2011,Yana,,40,52,0.5,
2011,Yana,,45,58,0.5,
2011,Yana,,41,53,0.5,
2011,East Yana,,75,102,7.5,
2011,East Yana,,94,134,4.5,
2011,East Yana,,74,111,,
2011,East Yana,,86,111,8.5,
2011,East Yana,,76,115,3.5,
2011,East Yana,,89,118,4.5,
2011,East Yana,,80,105,9.5,
2011,East Yana,,68,92,4.5,
2011,East Yana,,102,128,4.5,
2011,East Yana,,73,105,8.5,
2011,East Yana,,93,121,4.5,
2011,Yana,,87,113,3.5,
2011,Yana,,89,116,4.5,
2011,SE Toro,,68,88,1.5,
2011,SE Toro,,61,79,1.5,
2012,Yana,,93,121,5.5,
2012,Yana,,33,43,0.5,
2012,Yana,,69,90,1.5,
2012,West Yana,,,53,0.5,
2012,West Yana,,,45,0.5,
2012,West Yana,,,50,0.5,
2012,West Yana,,,80,1.5,
2012,West Yana,,,55,0.5,
2012,West Yana,,,55,0.5,
2012,West Yana,,,51,0.5,
2012,West Yana,,,63,0.5,
2012,West Yana,,,53,0.5,
2012,East Yana,,,49,0.5,
2012,East Yana,,,56,0.5,
2012,East Yana,,,72,0.5,
2012,East Yana,,,48,0.5,
2012,East Yana,,,53,0.5,
2012,East Yana,,,62,0.5,
2012,East Yana,,,51,0.5,
2012,East Yana,,,61,0.5,
2012,East Yana,,,61,0.5,
2012,East Yana,,,67,0.5,
2012,East Yana,,,58,0.5,
2012,Yana,,,56,0.5,
2012,Yana,,,80,1.5,
2012,Yana,,,52,0.5,
2012,Yana,,,41,0.5,
2012,Yana,,,61,0.5,
2012,Yana,,,54,0.5,
2012,Yana,,,62,0.5,
2012,Yana,,,54,0.5,
2012,Yana,,,61,0.5,
2012,Yana,,,56,0.5,
2012,Yana,,,47,0.5,
2012,Yana,,,57,0.5,
2012,Yana,,,53,0.5,
2012,Yana,,,53,0.5,
2012,Yana,,,55,0.5,
2012,Yana,,,56,0.5,
2012,Yana,,,55,0.5,
2012,Yana,,81,105,6.5,
2012,East Yana,,83,108,7.5,
2012,East Yana,,93,121,3.5,
2012,East Yana,,68,88,1.5,
2012,West Yana,,72,93,1.5,
2012,East Yana,,84,109,3.5,
2012,West Yana,,60,78,1.5,
2012,West Yana,,84,109,5.5,
2012,West Yana,,78,101,3.5,
2012,West Yana,,72,93,1.5,
2012,West Yana,,76,99,1.5,
2012,West Yana,,80,104,6.5,
2012,Yana,,92,119,7.5,
2012,Yana,,74,96,5.5,
2012,Yana,,40,52,0.5,
2012,West Yana,,80,104,4.5,
2012,West Yana,,56,73,1.5,
2012,SE Toro,,,0,,
2012,West Yana,,83,108,7.5,
2012,West Yana,,72,93,1.5,
2012,Yana,,77,100,5.5,
2012,West Yana,,64,83,1.5,
2012,West Yana,,68,88,1.5,
2012,West Yana,,87,113,6.5,
2012,East Yana,,,53,0.5,
2012,East Yana,,,61,0.5,
2012,East Yana,,,49,0.5,
2012,East Yana,,,52,0.5,
2012,East Yana,,,46,0.5,
2012,East Yana,,,48,0.5,
2012,East Yana,,,43,0.5,
2012,East Yana,,,37,0.5,
2012,East Yana,,,45,0.5,
2012,East Yana,,,48,0.5,
2012,East Yana,,,38,0.5,
2012,East Yana,,,51,0.5,
2012,East Yana,,,61,0.5,
2012,East Yana,,,44,0.5,
2012,East Yana,,,49,0.5,
2012,East Yana,,,44,0.5,
2012,East Yana,,,45,0.5,
2012,East Yana,,,50,0.5,
2012,East Yana,,,47,0.5,
2013,East Yana,,,69,0.5,
2013,East Yana,,,90,1.5,
2013,East Yana,,,122,5.5,
2013,East Yana,,,70,0.5,
2013,East Yana,,,113,3.5,
2013,East Yana,,,127,6.5,
2013,East Yana,,,136,7.5,
2013,East Yana,,,141,7.5,
2013,East Yana,,,98,6.5,
2013,East Yana,,,123,3.5,
2013,East Yana,,,123,4.5,
2013,East Yana,,,123,4.5,
2013,West Toro,,91,118,5.5,
2013,West Toro,,41,53,0.5,
2012,West Yana,,,42,0.5,
2012,West Yana,,,50,0.5,
2012,West Yana,,,42,0.5,
2012,West Yana,,,44,0.5,
2012,West Yana,,,48,0.5,
2012,West Yana,,,48,0.5,
2012,West Yana,,,52,0.5,
2012,West Yana,,,53,0.5,
2012,West Yana,,,46,0.5,
2012,West Yana,,,55,0.5,
2012,West Yana,,,51,0.5,
2012,West Yana,,,50,0.5,
2013,West Yana,,,105,3.5,
2013,West Yana,,,109,4.5,
2013,West Yana,,,57,0.5,
2013,West Yana,,,57,0.5,
2013,West Yana,,,47,0.5,
2013,West Yana,,,91,3.5,
2013,West Yana,,,102,4.5,
2013,West Yana,,,56,0.5,
2013,West Yana,,,91,1.5,
2013,West Yana,,,62,0.5,
2013,West Yana,,,71,0.5,
2013,West Yana,,,68,0.5,
2013,West Yana,,,106,3.5,
2013,West Yana,,,127,4.5,
2013,West Yana,,,112,4.5,
2013,West Yana,,,102,3.5,
2013,West Yana,,,125,4.5,
2013,West Yana,,,69,0.5,
2013,Yana,,81,105,5.5,
2013,Yana,,,,,
2013,Yana,,,61,0.5,
2013,Yana,,,62,0.5,
2013,Yana,,,47,0.5,
2013,Yana,,,101,1.5,
2013,Yana,,,110,6.5,
2013,Yana,,,121,6.5,
2013,Yana,,,55,0.5,
2013,Yana,,,51,0.5,
2013,Yana,,,112,7.5,
2013,Yana,,,56,0.5,
2013,Yana,,,50,0.5,
2013,Yana,,,45,0.5,
2013,Yana,,,98,3.5,
2013,Yana,,,64,0.5,
2013,Yana,,,96,1.5,
2013,Yana,,,54,0.5,
2013,Yana,,,39,0.5,
2013,Yana,,,53,0.5,
2013,Yana,,,57,0.5,
2013,Yana,,,43,0.5,
2013,Yana,,,50,0.5,
2013,Yana,,,55,0.5,
2013,Yana,,,31,0.5,
2013,Yana,,,59,0.5,
2013,Yana,,,88,1.5,
2013,Yana,,,70,0.5,
2013,Yana,,,60,0.5,
2013,Yana,,,51,0.5,
2013,Yana,,,49,0.5,
2013,Yana,,,110,2.5,
2013,Yana,,,104,4.5,
2013,Yana,,,57,0.5,
2013,Yana,,,108,3.5,
2013,Yana,,,116,6.5,
2013,Yana,,,41,0.5,
2013,Yana,,,102,3.5,
2013,Yana,,,107,2.5,
2013,Yana,,,117,5.5,
2013,Yana,,,111,4.5,
2013,Yana,,,116,3.5,
2013,Yana,,,55,0.5,
2013,Yana,,,52,0.5,
2013,Yana,,,54,0.5,
2013,Yana,,,57,0.5,
2013,Yana,,,49,0.5,
2013,Yana,,,63,0.5,
2013,Yana,,,105,4.5,
2013,Yana,,,121,5.5,
2013,Yana,,,121,4.5,
2013,Yana,,,89,1.5,
2013,East Toro,,,118,6.5,
2013,East Toro,,,115,6.5,
2013,East Toro,,,93,1.5,
2013,East Toro,,,129,5.5,
2013,East Toro,,,126,6.5,
2013,Yana,,,121,2.5,
2013,Yana,,,102,2.5,
2013,Yana,,,129,3.5,
2013,Yana,,,115,5.5,
2013,Yana,,,117,2.5,
2009,Yana,,92,118,2.5,1.33
2009,Yana,,88,116,8.5,1.32
2009,Yana,,82,114,5.5,1.39
2009,East Yana,,94,124,2.5,1.32
2009,East Yana,,90,115,2.5,1.27
2009,East Yana,,97,124,7.5,1.28
2009,East Yana,,96,122,2.5,1.27
2009,East Yana,,89,117,2.5,1.31
2009,Yana,,97,130,6.5,1.34
2009,Yana,,98,130,5.5,1.33
2009,Yana,,94,125,5.5,1.33
2009,Yana,,95,125,6.5,1.31
2009,Yana,,102,136,4.5,1.33
2009,Yana,,96,127,4.5,1.32
2009,Yana,,97,124,2.5,1.28
2009,Yana,,81,110,4.5,1.36
2009,Yana,,78,100,2.5,1.28
2009,Yana,,99,128,4.5,1.29
2009,East Yana,,101,130,7.5,1.29
2009,East Yana,,91,123,5.5,1.35
2009,East Yana,,105,133,5.5,1.27
2009,Yana,,100,129,6.5,1.29
2009,Yana,,93,113,4.5,1.22
2009,East Yana,,82,102,1.5,1.24
2009,East Yana,,96,121,3.5,1.26
2009,East Yana,,98,124,8.5,1.27
2009,East Yana,,97,125,4.5,1.29
2009,East Yana,,94,120,3.5,1.28
2009,East Yana,,100,124,3.5,1.24
2009,East Yana,,78,100,1.5,1.28
2010,Yana,,43,56,0.5,
2010,Yana,,34,44,0.5,
2010,Yana,,49,64,0.5,
2010,Yana,,44,57,0.5,
2010,Yana,,47,61,0.5,
2010,Yana,,56,73,0.5,
2010,Yana,,48,62,0.5,
2010,East Toro,,82,106,8.5,
2010,Yana,,52,67,0.5,
2010,Yana,,50,65,0.5,
2010,Yana,,78,101,1.5,
2010,Yana,,53,69,0.5,
2010,East Toro,,95,123,5.5,
2010,Yana,,52,67,0.5,
2010,Yana,,54,70,0.5,
2010,East Toro,,88,114,4.5,
2010,East Toro,,91,118,3.5,
2010,East Toro,,52,67,0.5,
2010,Yana,,53,69,0.5,
2010,East Toro,,89,116,3.5,
2010,East Toro,,100,130,5.5,
2010,East Toro,,110,143,8.5,
2010,Yana,,45,58,0.5,
2010,Yana,,38,49,0.5,
2010,Yana,,50,65,0.5,
2010,Yana,,48,62,0.5,
2010,Yana,,42,55,0.5,
2010,East Toro,,86,112,5.5,
2010,East Toro,,84,109,4.5,
2010,East Toro,,97,126,4.5,
2010,East Toro,,105,136,8.5,
2010,West Toro,,95,123,6.5,
2010,West Toro,,52,67,0.5,
2010,West Toro,,56,73,0.5,
2010,West Toro,,92,119,5.5,
2010,West Toro,,78,101,2.5,
2010,East Toro,,99,129,5.5,
2010,Yana,,61,79,0.5,
2010,Yana,,45,58,0.5,
2010,Yana,,50,65,0.5,
2010,Yana,,100,130,5.5,
2010,Yana,,94,122,8.5,
2010,Yana,,79,103,2.5,
2010,Yana,,98,127,5.5,
2010,West Toro,,88,114,1.5,
2010,West Toro,,84,109,3.5,
2010,West Toro,,95,123,4.5,
2010,SE Toro,,,86,2.5,
2010,SE Toro,,,91,7.5,
2010,SE Toro,,,91,1.5,
2010,SE Toro,,,61,0.5,
2010,SE Toro,,,66,0.5,
2010,SE Toro,,,65,0.5,
2010,SE Toro,,,49,0.5,
2010,SE Toro,,,68,0.5,
2010,SE Toro,,,54,0.5,
2010,SE Toro,,,64,0.5,
2010,SE Toro,,,48,0.5,
2010,SE Toro,,,47,0.5,
2010,SE Toro,,,54,0.5,
2006,W. Yana,,77,100,3.5,
2006,W. Yana,,,0,2.5,
2006,S.E. Toro,,87,113,3.5,
2006,W. Yana,,100,130,6.5,
2006,S.E. Toro,,85,110,5.5,
2006,S.E. Toro,,75,97,5.5,
2006,S.E. Toro,,85,110,5.5,
2006,S.E. Toro,,80,104,5.5,
2006,E. Yana,,70,91,3.5,
2006,E. Yana,,80,104,6.5,
2006,Yana,,70,91,5.5,
2006,E. Yana,,75,97,5.5,
2006,E. Yana,,85,110,5.5,
2006,Yana,,115,149,2.5,
2006,E. Yana,,75,97,3.5,
2006,E. Yana,,75,97,2.5,
2006,E. Yana,,85,110,5.5,
2006,S.E. Toro,,65,84,5.5,
2006,S.E. Toro,,55,71,1.5,
2006,S.E. Toro,,70,91,5.5,
2006,S.E. Toro,,81,105,5.5,
2006,W. Yana,,75,97,2.5,
2006,S.E. Toro,,75,97,6.5,
2006,E. Yana,,90,117,2.5,
2006,E. Yana,,90,117,3.5,
2006,Yana,,55,71,2.5,
2006,W. Yana,,75,97,2.5,
2006,W. Yana,,85,110,2.5,
2006,W. Yana,,70,91,3.5,
2006,W. Yana,,85,110,4.5,
2006,W. Yana,,65,84,4.5,
2006,E. Yana,,80,104,3.5,
2006,E. Yana,,80,104,3.5,
2006,W. Yana,,70,91,4.5,
2006,W. Yana,,30,39,0.5,
2006,W. Yana,,80,104,3.5,
2006,W. Yana,,85,110,3.5,
2006,W. Yana,,25,32,0.5,
2006,W. Yana,,80,104,2.5,
2006,W. Yana,,70,91,2.5,
2006,W. Yana,,100,130,6.5,
2006,S.E. Toro,,75,97,5.5,
2006,W. Toro,,99,129,2.5,
2006,W. Toro,,113,147,3.5,
2006,W. Toro,,91,118,2.5,
2006,W. Toro,,104,135,2.5,
2006,W. Toro,,106,138,5.5,
2006,S.E. Toro,,85,110,6.5,
2006,S.E. Toro,,70,91,2.5,
2006,S.E. Toro,,70,91,8.5,
2006,S.E. Toro,,85,110,8.5+,
2006,S.E. Toro,,80,104,5.5,
2006,W. Yana,,85,110,3.5,
2006,S.E. Toro,,65,84,8.5,
2006,S.E. Toro,,68,88,1.5,
2006,Yana,,75,97,1.5,
2006,Yana,,75,97,1.5,
2006,Yana,,75,97,1.5,
2006,Yana,,70,91,1.5,
2006,E. Yana,,75,97,1.5,
2006,E. Yana,,85,110,1.5,
2006,E. Yana,,70,91,1.5,
2006,S.E. Toro,,65,84,1.5,
2006,E. Yana,,60,78,1.5,
2006,E. Yana,,60,78,1.5,
2006,S.E. Toro,,50,65,1.5,
2006,W. Yana,,60,78,1.5,
2006,W. Toro,,98,127,1.5,
2006,S.E. Toro,,65,84,1.5,
2006,W. Yana,,65,84,1.5,
2006,S.E. Toro,,50,65,1.5,
2006,S.E. Toro,,50,65,1.5,
2007,S.E. Toro,,110,143,1.5,
2007,E. Yana,,65,84,1.5,
2007,E. Yana,,70,91,1.5,
2007,E. Yana,,70,91,5.5,
2007,E. Yana,,75,97,2.5,
2007,E. Yana,,85,110,3.5,
2007,E. Yana,,65,84,4.5,
2008,Yana,,90,117,5.5,
2009,W. Toro,,73,95,3.5,
